show_id,type,title,country,release_year,rating,listed_in,description,country_1,country_2,country_3,country_4,country_5,country_count,listed_in_1,listed_in_2,listed_in_3,listed_in_4,typeyears
s3749,Movie,The Busy Little Engine,United States,2007,ALL,"Animation, Kids","A wooden toy train pretends to be real, but doesn't know much about what real trains do - he's only seen them at crossing gates. With the Narrator and some imagination, Busy Little Engine and Pig have fun learning about what trains do all day! Winner of the Telly Award for Excellence in Children's Programming. A Parenting Magazine ""Parenting Pick"". ""Highly Recommended"" by Video Librarian magazine.",United States,,,,,1,Animation,Kids,,,Movie2007
s3763,Movie,Srinivasa Kalyanam,India,2018,ALL,"Drama, International","Vasu, an architect from a close-knit joint family and Sri, daughter of a billionaire businessman fall in love with each other. Both families agree to their marriage but Sri’s father who believes time is more important than relations and rituals makes Vasu sign a premarital agreement in return of his promise to be present wherever the father of the bride is needed in all the wedding activities.",India,,,,,1,Drama,International,,,Movie2018
s3772,Movie,Shubh Mangal Zyada Saavdhan,India,2020,16+,"Comedy, International, LGBTQ","The Tripathi family is busy gearing up for an unusual wedding, when something more unusual hits them smack on their smiling, ‘Indian Shaadi’ ready faces. The newest couple of their family, cannot be a ‘couple’ in the first place! While the two love birds share ‘achaar’ and ‘elaichis’, the Tripathi family is busy plotting the end of their relationship.",India,,,,,1,Comedy,International,LGBTQ,,Movie2020
s3778,Movie,Satyameva Jayate,India,2018,18+,"Action, Adventure, International","DCP Shivansh has been tasked to catch Vir, the man behind police killings in the city. Both are eventually against the same enemy but divided by a fine line, the law.",India,,,,,1,Action,Adventure,International,,Movie2018
s3784,Movie,Resurrection of Jake The Snake,United States,2015,16+,"Documentary, Sports",A fallen professional wrestling superstar battles his past demons in a struggle to reclaim his life and the family that has given up on him.,United States,,,,,1,Documentary,Sports,,,Movie2015
s3788,Movie,Raatchasi,India,2019,ALL,"Drama, International, Kids","Geetha Rani, the new headmistress of a Government School, has to confront misbehaving students, lethargic faculty and non-existent routines. As she faces these difficulties, will she be able to reform the education system and the society?",India,,,,,1,Drama,International,Kids,,Movie2019
s3789,Movie,Putham Pudhu Kaalai,India,2020,16+,Drama,"Putham Pudhu Kaalai is an anthology that brings together 5 of the most celebrated directors in Tamil cinema – Sudha Kongara, Gautham Menon, Suhasini Mani Ratnam, Rajiv Menon, and Karthik Subbaraj, featuring stories of love, new beginnings, second chances, and a glimmer of hope – set and filmed in the times of the COVID-19 lockdown.",India,,,,,1,Drama,,,,Movie2020
s3792,Movie,Primal Rage,United States,2018,R,"Drama, Horror, Suspense","Lost deep in the forest of the Pacific Northwest, Ashley and Max Carr are stalked by a terrifying creature that might be Bigfoot. Soon they find themselves embroiled in a strange land of Native American myth and legend turned real. Hopelessly trying to survive, with a handful of unsavory locals, they must fight back against this monster in a desperate battle of life or death. You Will Believe!",United States,,,,,1,Drama,Horror,Suspense,,Movie2018
s3795,Movie,Painted Horses,United States,2017,13+,Drama,"Ms. Hoog is destined to be a loser like the many generations in her family that preceded her, but the legacy will end with her, because by strength of character and sheer determination she is going to forge a new path and a new destiny for her and her son. .",United States,,,,,1,Drama,,,,Movie2017
s3809,Movie,Mitron,India,2018,13+,"Comedy, International","Jay, born and brought up with middle-class values, easy going approach to life. Unhappy with Jay’s lifestyle his father decides to get him married, in the hope of bringing stability to this life. He accidently meets Avni, an ambitious girl. Avni tells him that she is not interested in getting married.",India,,,,,1,Comedy,International,,,Movie2018
s3818,Movie,Mardaani 2,India,2019,13+,"Action, Drama, Suspense","A 21-year old boy named Sunny (Vishal Jethwa), comes to the city on a murder contract. But he also has a penchant for sexually assaulting and murdering young girls. When he locks horns with Shivani Shivaji Roy (Rani Mukerji), the newly appointed Chief of the city police, a thrilling cat and mouse hunt begins. Will Shivani manage to nab Sunny, or does she end up being one of his many victims?",India,,,,,1,Action,Drama,Suspense,,Movie2019
s3820,Movie,Maharshi,"India, United States",2019,7+,"Action, Drama, International","Rishi, a millionaire businessman, returns to his homeland, where he becomes the champion of poor and downtrodden farmers. Directed by Vamsi Paidipally, Maharshi features Mahesh Babu and Pooja Hegde in central roles.",India,United States,,,,2,Action,Drama,International,,Movie2019
s3879,Movie,Evaru,India,2019,13+,"Drama, International","When a high-ranking police official is killed by his alleged rape victim, Sub-inspector Vikram Vasudev is entrusted with investigating what seems like an open-and-shut case. As he delves deeper, Vikram finds the case spiraling into a dark tale filled with unexpected surprises.",India,,,,,1,Drama,International,,,Movie2019
s3885,Movie,Durgamati - The Myth,India,2020,16+,"Horror, Suspense","In the skullduggery world of politics and crime, an innocent Chanchal has to put all on the line to prove her innocence and bring justice to Shakti and the people that he loved so much. As she gets embroiled deep in a web of deceit, Chanchal must face powers both natural and supernatural to fulfil her destiny.",India,,,,,1,Horror,Suspense,,,Movie2020
s3886,Movie,Driving Licence,India,2019,13+,Drama,"Super Star Hareendran is Well Known for his Driving Skills and Craze towards Motor Cars. Kuruvila Joseph, the Motor Vehicle Inspector of the Town is a Die Hard Fan of Hareendran. To complete the shoot of his latest film Hareendran needs to submit his license, which he discovers is missing. In order to get a new license urgently, Hareendran goes to Kuruvilla, his biggest fan.",India,,,,,1,Drama,,,,Movie2019
s3889,Movie,Dead Space: Aftermath,United States,2011,ALL,"Animation, Suspense","Based on the much anticipated EA videogame Dead Space 2, Dead Space: Aftermath is a fast paced, horrifying thrill ride set in 2059 that follows the four surviving ship crew members of the USG O'Bannon.",United States,,,,,1,Animation,Suspense,,,Movie2011
s3897,Movie,Coolie No. 1 (4K UHD),India,2020,13+,"Comedy, Drama","After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire. Soon Raju’s real indentity is exposed but he cooks up a story of having a filthy rich twin. One lie leads to another and things start to go out of hand.",India,,,,,1,Comedy,Drama,,,Movie2020
s3905,Movie,Can We Take a Joke?,United States,2016,13+,"Arthouse, Arts, Entertainment, and Culture, Comedy","Gilbert Gottfried, Penn Jillette, Lisa Lampanelli, Adam Carolla and others detail outrage culture's stifling impact on stand-up comedy and the exchange of ideas.",United States,,,,,1,Arthouse,Arts,Entertainment and Culture,Comedy,Movie2016
s3921,Movie,Asuran,India,2019,18+,"Action, Drama, International","The son of a farmer from an underprivileged caste kills a rich, upper caste landlord. Will the farmer, a loving father and a pacifist by heart, be able to save his hot-blooded son is the rest of the story.",India,,,,,1,Action,Drama,International,,Movie2019
s3922,Movie,Assault on Wall Street,"Canada, United States",2013,R,"Action, Suspense","Jim is an average New Yorker living a peaceful life with a well paying job and a loving family. Suddenly, everything changes when the economy crashes causing Jim to lose his job, home and wife. Filled with anger and rage, Jim snaps and goes to extreme lengths to seek revenge for the life taken from him.",Canada,United States,,,,2,Action,Suspense,,,Movie2013
s3947,Movie,Tumbbad,"India, Sweden",2018,18+,"Horror, International, Suspense","In the rural village of Tumbbad, a decaying castle hides an immeasurable ancestral fortune guarded by something ancient, sinister, and monstrous. Vinayak thinks he can control it, but how long will it be until his own greed destroys everything he’s built?",India,Sweden,,,,2,Horror,International,Suspense,,Movie2018
s3953,Movie,The Aeronauts,"United Kingdom, United States",2019,PG-13,"Adventure, Drama, Romance","In 1862, daredevil balloon pilot Amelia Wren (Felicity Jones) teams up with pioneering meteorologist James Glaisher (Eddie Redmayne) to advance human knowledge of the weather and fly higher than anyone in history.",United Kingdom,United States,,,,2,Adventure,Drama,Romance,,Movie2019
s3956,Movie,Peterloo,United Kingdom,2019,PG-13,Drama,"Included with your Prime membership. Internationally acclaimed and Oscar-nominated filmmaker Mike Leigh portrays one of the bloodiest episodes in British history, the infamous Peterloo Massacre of 1819, where government-backed cavalry charged into a peaceful crowd of 60,000 that gathered in Manchester, England to demand democratic reform.",United Kingdom,,,,,1,Drama,,,,Movie2019
s3960,Movie,My Dad's Christmas Date,United Kingdom,2020,13+,Comedy,"It's Christmas in York. Jules, 16, knows all she and her dad really need for Christmas is love. Jules attempts to set up her dad online with a girlfriend - what could go wrong? Plenty...",United Kingdom,,,,,1,Comedy,,,,Movie2020
s3973,Movie,Fanney Khan,India,2018,13+,"Arts, Entertainment, and Culture, Comedy, Drama",Fanney Khan is a struggling singer who wants to make his daughter a big name in music world.,India,,,,,1,Arts,Entertainment and Culture,Comedy,Drama,Movie2018
s3975,Movie,Chhalaang (4K UHD),India,2020,13+,"Comedy, Drama","‘Chhalaang’ is a hilarious, yet inspirational journey of a PT Master from a semi government funded school in Northern India. Montu is a typical PT Master for whom it’s just a job. When circumstances put everything that Montu cares for, at stake, including Neelu who he loves, Montu is forced to do what he has never done - Teach.",India,,,,,1,Comedy,Drama,,,Movie2020
s3998,Movie,Seberg,"United Kingdom, United States",2020,R,"Drama, Suspense","Inspired by true events about the French New Wave darling and Breathless star, Jean Seberg – this noir-ish thriller by Benedict Andrews shows the unraveling and destruction of Seberg’s life and career when Hoover’s 1960’s FBI targets her with overreaching surveillance and harassment in an effort to suppress and discredit her activism and support of the civil rights movement.",United Kingdom,United States,,,,2,Drama,Suspense,,,Movie2020
s4003,Movie,"Out of Mind, Out of Sight",Canada,2014,13+,"Documentary, Special Interest","What happens to people who suffer from mental illnesses and commit violent crimes? Where do they go? How are they treated? Little is known about the facilities-once called asylums for the criminally insane-to which some of these patients are sent. Now known as forensic psychiatric hospitals, these are institutions inside which patients disappear, away from public view for years.",Canada,,,,,1,Documentary,Special Interest,,,Movie2014
s4036,Movie,Archive,"United Kingdom, Hungary, United States",2020,16+,"Arts, Entertainment, and Culture, Fantasy, Science Fiction","2049. A roboticist has been working on a true, human equivalent android and each prototype is an increasingly advanced version of his deceased wife.",United Kingdom,Hungary,United States,,,3,Arts,Entertainment and Culture,Fantasy,Science Fiction,Movie2020
s4047,Movie,The Wall,United States,2017,R,"Drama, Military and War, Suspense","A?deadly psychological?thriller that follows two soldiers pinned down by an Iraqi sniper,?with nothing but a crumbling wall between them.",United States,,,,,1,Drama,Military and War,Suspense,,Movie2017
s4067,Movie,Gulabo Sitabo,India,2020,16+,International,"Set in present day Lucknow (India), Gulabo Sitabo is a social satire about two impossibly peculiar human beings - Mirza Chunnan Nawab, who stays in a dilapidated mansion and one of the tenants, Baankey Rastogi. The mansion may have seen many dramas unfold over a century of its existence, but still has a final act left as the drama of battle of ownership unfolds, with a priceless lesson to teach.",India,,,,,1,International,,,,Movie2020
s4105,TV Show,We Children from Bahnhof Zoo,"Czech Republic, Germany",2021,18+,Drama,"Christiane, Stella, Babsi, Benno, Axel und Michi: the children from Bahnhof Zoo. They relentlessly fight for their dreams of happiness and freedom. They want to leave all their problems behind. Together, they rush into Berlin's gritty nights and celebrate life and its temptations - until they realize that this rush will not only destroy their friendship but push them over the edge into an abyss.",Czech Republic,Germany,,,,2,Drama,,,,TV Show2021
s4133,Movie,Ninnu Kori,India,2017,ALL,"Drama, International, Romance",This story is about Uma and Pallavi. While Pallavi proposes to elope Uma resents due to his scholarship deadlines asks for one more year. Pallavi ends up getting married to her parent's choice. She heads to USA post marriage. After one year Uma also lands up in USA to meet Pallavi and proposes to marry her.,India,,,,,1,Drama,International,Romance,,Movie2017
s4172,Movie,Alex James: Slowing Down Fast Fashion,"United Kingdom, France, United States",2016,7+,"Documentary, Special Interest","Alex James, Blur bassist turned cheesemaker, presents this critical look at the fashion industry and its enormous human and environmental cost. Far from predicting the apocalypse, Slowing Down Fast Fashion seeks to provide solutions. By talking to designers, activists and high street brands, the film shows that there is a wide ranging and ever growing thirst for change.",United Kingdom,France,United States,,,3,Documentary,Special Interest,,,Movie2016
s4184,Movie,Time,United States,2020,PG-13,Documentary,"In this intimate yet epic love story filmed over two decades, indomitable matriarch Fox Rich strives to raise her six sons and keep her family together as she fights for her husband’s release from the Louisiana State Penitentiary, commonly known as Angola.",United States,,,,,1,Documentary,,,,Movie2020
s4200,Movie,Dudes & Dragons,United States,2016,13+,"Action, Adventure, Fantasy","When a powerful wizard (James Marsters) vows to rid the land of love through the use of his fire-breathing dragon, a brave team of eccentric warriors embark on a grand quest to break the curse, defeat the wizard, and slay his terrible beast.",United States,,,,,1,Action,Adventure,Fantasy,,Movie2016
s4211,Movie,Andy Murray: Resurfacing (4K UHD),United Kingdom,2019,16+,Documentary,"A documentary film that tracks the tennis star’s devastating injury journey between 2017-2019. From the front lines of surgical theatres, to the intimate corners of his home, we live alongside and witness Andy at his most vulnerable. Considered Britain’s greatest sportsman ever, we see why Andy puts himself through the unimaginable to get back to the sport he loves.",United Kingdom,,,,,1,Documentary,,,,Movie2019
s4214,Movie,Ye Re Ye Re Paisa 2,India,2019,13+,"Drama, International","The five individuals trying to reach the respective ends in their life personally and professionally, however, fate has other plans for them. They all get into a trouble. It is a tale of mad and fun-filled misunderstandings",India,,,,,1,Drama,International,,,Movie2019
s4220,Movie,The Salesman,"Iran, France",2016,PG-13,Drama,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",Iran,France,,,,2,Drama,,,,Movie2016
s4232,Movie,Sharknado 2: The Second One,United States,2014,13+,"Action, Horror","When a Category 7 hurricane pummels New York, the surging flood waters bring thousands of sharks. To make matters worse, tornadoes soon dot the horizon. As Sharknados tear through the city, no vehicle, building, or national monument is safe.",United States,,,,,1,Action,Horror,,,Movie2014
s4240,Movie,Next,United States,2007,PG-13,"Action, Suspense","Cris Johnson earns his living in a Las Vegas magic act, but his ability to see a few minutes into the future is authentic. Agent Callie Ferris knows this, and recruits him to help stop a terrorist group from detonating a nuclear bomb.",United States,,,,,1,Action,Suspense,,,Movie2007
s4243,Movie,Little Secrets,United States,2002,PG,"Drama, Young Adult Audience","Emily Lindstrom, a gifted 14-year-old violinist, skips summer camp in order to prepare for an audition with the prestigious San Francisco Youth Orchestra. Emily has also set up a side business as a ""secret keeper"", charging a 50-cent fee to share and keep the neighborhood children's secrets. She soon discovers, however, that there is a price to keeping secrets that can't be measured in coins.",United States,,,,,1,Drama,Young Adult Audience,,,Movie2002
s4259,Movie,Boyz 2,India,2018,18+,"Comedy, International","Kabir, Dhungya and Dhairya undertake a challenge to put their senior and arch nemesis Naru down. But to win the challenge, a proof of completing the task must be submitted.",India,,,,,1,Comedy,International,,,Movie2018
s4262,Movie,47 Meters Down: Uncaged (4K UHD),"United Kingdom, United States",2019,PG-13,"Action, Adventure, Drama",Four teen girls diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,United Kingdom,United States,,,,2,Action,Adventure,Drama,,Movie2019
s4266,Movie,Wounded by the wind,Spain,2021,13+,"Arthouse, Drama, LGBTQ","His father's death forces David to take charge of his legacy. Among their belongings is something unexpected: letters of love of another man. Baffled by the discovery, he decides to visit the alleged lover of his father and discover the truth.",Spain,,,,,1,Arthouse,Drama,LGBTQ,,Movie2021
s4269,Movie,The Rape of Nanking,Canada,2007,13+,"Documentary, Special Interest","In 1937, Japanese troops entered the Chinese city of Nanking and began raping and murdering its citizens in an orgy of violence that has few parallels in modern history. This polished film follows the struggle of one young woman to bring one of the darkest chapters of history to light.",Canada,,,,,1,Documentary,Special Interest,,,Movie2007
s4273,Movie,Reaching For The Moon,Brazil,2014,16+,"LGBTQ, Romance","Set in 1950s Brazil, this sumptuous drama recounts Pulitzer Prize-winning poet Elizabeth Bishop (Miranda Otto, ""Lord of the Rings"") and her love affair with famed architect Lota de Macedo Soares. From Oscar-nominated Brazilian director Bruno Barreto (""Four Days in September""), ""Reaching for the Moon"" is an intimate snapshot of the search for inspiration, wherever and however you find it.",Brazil,,,,,1,LGBTQ,Romance,,,Movie2014
s4286,Movie,Historias lamentables,Spain,2020,13+,Comedy,"Javier Fesser's satirical anthology tells the surreal stories of a gift for Don Horacio, a trip to the beach for Bermejo, a life-changing relationship between Tina and the young immigrant Ayoub, and a new client for a company that specializes in excuses.",Spain,,,,,1,Comedy,,,,Movie2020
s4289,Movie,Garnet's Gold,United Kingdom,2019,13+,Documentary,"20 years ago, Garnet Frost got lost in the desolate Scottish wilderness where he resigned himself to dying. By chance, he was saved by a fisherman and since has been haunted by a memento from his ordeal. He believes an unusual wooden staff he found is actually a marker for one of history's most famous lost treasures. Now, Garnet is ready to return to the mysterious loch in his quest to find gold.",United Kingdom,,,,,1,Documentary,,,,Movie2019
s4295,Movie,Biswa Kalyan Rath: Sushi,India,2019,16+,Comedy,"A carefully assorted platter of raw but delicate jokes skillfully assembled with great care and precision from thinly sliced observations caught from the sea of existence of humanity on planet earth that leaves your soul feeling cheerful, happy, content and light.",India,,,,,1,Comedy,,,,Movie2019
s4301,Movie,World Trade Center,United States,2006,PG-13,"Drama, Suspense","Nicolas Cage stars in the unforgettable true story of the courageous rescue and survival of two Port Authority policemen who were trapped in the rubble on September 11, 2001 after they volunteered to go in and help.",United States,,,,,1,Drama,Suspense,,,Movie2006
s4302,Movie,Wonderstruck,United States,2017,PG,"Drama, Kids","Ben and Rose are children from two different eras who secretly wish their lives were different. Ben longs for the father he has never known, while Rose dreams of a mysterious actress whose life she chronicles in a scrapbook. When Ben discovers a puzzling clue in his home and Rose reads an enticing headline in the newspaper, both children set out on quests that unfold with mesmerizing symmetry.",United States,,,,,1,Drama,Kids,,,Movie2017
s4305,Movie,We Were Children,Canada,2012,13+,Drama,"As young children, Lyna and Glen were taken from their homes and placed in church-run boarding schools. The trauma of this experience was made worse by years of untold physical, sexual and emotional abuse, the effects of which persist in their adult lives. The profound impact of the Canadian government's residential school system is conveyed unflinchingly through their eyes.",Canada,,,,,1,Drama,,,,Movie2012
s4307,Movie,The Pollinators,United States,2020,13+,Documentary,Billions of honey bees are trucked around the US pollinating crops critical to what we eat. The Pollinators tells the story of this migration with beekeepers and experts who warn that the bees and our food supply are in peril.,United States,,,,,1,Documentary,,,,Movie2020
s4317,Movie,Never Grow Old,"Ireland, Belgium, France, Luxembourg, United Kingdom",2019,R,"Action, Adventure, Western","After a vicious outlaw (John Cusack) takes over a peaceful frontier town, an undertaker (Emile Hirsch) must choose between profits and survival in this gritty western.",Ireland,Belgium,France,Luxembourg,United Kingdom,5,Action,Adventure,Western,,Movie2019
s4344,Movie,Aeon Flux,"United States, Germany, Brazil, Italy",2005,PG-13,"Action, Science Fiction","Academy Award -winner Charlize Theron stars as Aeon Flux, the underground operative fighting totalitarian rule in 25th-century Earth's last living city.",United States,Germany,Brazil,Italy,,4,Action,Science Fiction,,,Movie2005
s4352,Movie,Alison,South Africa,2017,16+,"Documentary, Special Interest","In 1994, Alison Botha was abducted at knife-point by two men outside her home in South Africa. Driven into a nature reserve off the main road, she was raped, disembowelled, almost decapitated and left for dead. Against extraordinary odds, Alison survived this horrific attack. But this was only the beginning of her struggle. This is the remarkable story of her fight for justice and recovery.",South Africa,,,,,1,Documentary,Special Interest,,,Movie2017
s4358,Movie,Trust Me,United States,2007,18+,Comedy,"Danny Marrs, a young huckster from small town America, arrives in Hollywood with a line of patter and a wannabe actress girlfriend. Things turn interesting when he meets Joe, a janitor who does great impressions and loves old movies.",United States,,,,,1,Comedy,,,,Movie2007
s4359,Movie,The Priest,India,2021,NR,"Horror, Suspense","A priest and a police officer are trying to solve a set of mysterious suicides. As their investigation closes in, they discover another crime with even farther-reaching consequences",India,,,,,1,Horror,Suspense,,,Movie2021
s4363,Movie,Sultan,"United States, India",2016,13+,"Drama, International, Romance","Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds staked up against him. But when he has nothing to lose and everything to gain in this fight for his life match, he must literally fight for his life. Sultan believes he’s got what it takes, but this time, it’s going to take everything he’s got.",United States,India,,,,2,Drama,International,Romance,,Movie2016
s4374,Movie,Nocturne,United States,2020,16+,Suspense,"Welcome to the Blumhouse! Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate.",United States,,,,,1,Suspense,,,,Movie2020
s4384,Movie,"Jeff, Who Lives at Home",United States,2012,R,"Comedy, Drama",30-year-old slacker (Jason Segel) finds his true destiny as he helps his brother (Ed Helms) stalk his possibly cheating wife in this offbeat comedy about fate and family.,United States,,,,,1,Comedy,Drama,,,Movie2012
s4410,Movie,Plato's Reality Machine,United States,2013,18+,Science Fiction,"For Charles, video-games are a much-needed escape from reality. But when a virtual vixen leads him on a mysterious quest intertwined with the lovelorn lives of five New Yorkers, they will all learn that in the game of life, every heart is a moving target.",United States,,,,,1,Science Fiction,,,,Movie2013
s4438,Movie,Officer,India,2018,13+,"Action, Drama, International","Narayan Pasari is an ace cop in Mumbai. When he is accused of a fake encounter, Shivaji Rao(Nagarjuna), an honest cop from Hyderabad is appointed as the Chief Investigation Officer. Even after Pasari is arrested, he manages to kill all the witnesses and come out on a clean chit. When Pasari himself starts a ruthless mafia company still being a cop, he becomes a tough shell for Shivaji to crack.",India,,,,,1,Action,Drama,International,,Movie2018
s4452,Movie,"Cryptopia: Bitcoin, Blockchains, and the Future of the Internet","Australia, United States, Germany",2020,13+,Documentary,"5 years after his first documentary on the topic, award-winning filmmaker Torsten Hoffmann revisits the big brains and big egos behind Bitcoin, Blockchains and Web3 in this thought-provoking and entertaining crash course about the controversial technology",Australia,United States,Germany,,,3,Documentary,,,,Movie2020
s4458,Movie,Uncle Frank,United States,2020,R,"Comedy, Drama, LGBTQ","In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid.",United States,,,,,1,Comedy,Drama,LGBTQ,,Movie2020
s4470,Movie,Chemical Hearts,United States,2020,R,Drama,"When a hopelessly romantic high school senior (Austin Abrams) falls for a mysterious new classmate (Lili Reinhart), it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",United States,,,,,1,Drama,,,,Movie2020
s4474,Movie,7500,"Germany, Austria, United States",2020,R,"Drama, Suspense","When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",Germany,Austria,United States,,,3,Drama,Suspense,,,Movie2020
s4481,Movie,Pataakha,India,2018,18+,"Comedy, Drama","Based on Charan Singh Pathik's short story Do Behnein, Pataakha narrates the story of two feuding sisters who realize the true nature of their relationship only after marriage separates them.",India,,,,,1,Comedy,Drama,,,Movie2018
s4482,Movie,One Child Nation,United States,2019,R,Documentary,"Included with Prime November 8. In the 2019 Sundance U.S. Grand Jury Prize-winning documentary One Child Nation, Chinese-born filmmakers Nanfu Wang (Hooligan Sparrow) and Jialing Zhang expose the devastating consequences of China’s One-Child Policy through the stories of those who lived through it.",United States,,,,,1,Documentary,,,,Movie2019
s4497,Movie,Anu Menon: Wonder Menon,India,2019,16+,"Arts, Entertainment, and Culture","In her first special Wonder Menon, Anu Menon talks about her Gujju husband, her Malayali parents, the mayhem of marriage, motherhood and her traumatic travels.",India,,,,,1,Arts,Entertainment and Culture,,,Movie2019
s4499,Movie,Raabta,India,2017,13+,"Drama, International, Romance",A woman crosses paths with her reincarnated lover from a previous lifetime.,India,,,,,1,Drama,International,Romance,,Movie2017
s4506,Movie,Saina,India,2021,ALL,"Drama, Sports",World Champion. Olympic Medallist. The Doyen Of Indian Badminton. Saina Nehwal Is All Of This And Much More. This Biopic Chronicles The Inspiring Story Of A Gifted Youngster's Ascendance To The Pinnacle Of The Badminton World Through Sheer Passion And Perseverance - A Journey That Has Since Inspired And Empowered An Entire Nation.,India,,,,,1,Drama,Sports,,,Movie2021
s4508,Movie,Nene Raju Nene Mantri,India,2017,13+,"Drama, International",NRNM's story is set in Uravakonda village in Rayalaseema. Jogendra (Rana) is a good-natured financier. He loves his wife Radha (Kajal) so much that he rechristens his name as Radha Jogendra. An unfortunate incident involving the village Sarpanch (Pradeep Rawat) and his wife results in Radha’s miscarriage.,India,,,,,1,Drama,International,,,Movie2017
s4558,Movie,Roberrt (4K UHD),India,2021,NR,Action,"Raghava lives in Lucknow with his son Arjun and is the head cook in a Brahmin's catering unit. He leads a peaceful existence, wanting the best for his son. All seems to go well, until some skeletons come tumbling out of his closet and he is forced to take on his original avatar.",India,,,,,1,Action,,,,Movie2021
s4559,Movie,Roberrt,India,2021,NR,Action,"Raghava lives in Lucknow with his son Arjun and is the head cook in a Brahmin's catering unit. He leads a peaceful existence, wanting the best for his son. All seems to go well, until some skeletons come tumbling out of his closet and he is forced to take on his original avatar.",India,,,,,1,Action,,,,Movie2021
s4578,Movie,Late Night,United States,2019,R,"Comedy, Drama","Included with Prime. After almost 30 years, a groundbreaking talk-show host (Emma Thompson) suspects she may soon be losing her coveted seat on late-night television unless she manages a game-changing transformation in Late Night, the first feature film from Emmy-nominated writer and producer Mindy Kaling.",United States,,,,,1,Comedy,Drama,,,Movie2019
s4594,Movie,Crown Heights,United States,2017,R,Drama,"When Colin Warner is wrongfully convicted of murder, his best friend, Carl King, devotes his life to proving Colin’s innocence. Adapted from This American Life, this is the incredible true story of their harrowing quest for justice.",United States,,,,,1,Drama,,,,Movie2017
s4602,Movie,Available,United States,2016,13+,"Action, Drama, Suspense","James Kane receives an unexpected invitation to attend Oktoberfest from an old girlfriend in Germany and is soon plunged into the nightmare world of modern espionage, where he must confront the demons of his past if he is to survive.",United States,,,,,1,Action,Drama,Suspense,,Movie2016
s4610,Movie,Winter Warrior,United Kingdom,2003,16+,"Action, Adventure, Drama","In the autumn of 573AD, the eight-year civil war that divides the Celtic nations in post Romano-Britain ends at the battle of Arthuret. Fingal a Celtic mercenary soldier is returning home to his Roman wife, Lillian, who lives with his people of Caledon. Weighed down by his travel bags full of the treasures of war, he rescues the Jewish slave girl, Jessica from her Angle captors.",United Kingdom,,,,,1,Action,Adventure,Drama,,Movie2003
s4613,Movie,Rohan Joshi: Wake N Bake,India,2019,16+,Comedy,"“Hysterical”, “unmissable”, “magnificent” are all words. Wake N Bake, Rohan Joshi’s first stand-up special also has words. Words about life in one’s thirties, mediocre education, home renovation, and 420-friendly living. Some of those words are even funny. It’s an hour of comedy you’ll never forget for five minutes.",India,,,,,1,Comedy,,,,Movie2019
s4621,Movie,Adithya Varma,India,2019,18+,"Drama, International",Adithya Varma a short tempered house surgeon gets into a self-destructive phase addicting to drugs and alcohol when his girlfriend is forced to marry another person.,India,,,,,1,Drama,International,,,Movie2019
s4624,Movie,Wajah Tum Ho,India,2016,18+,"International, Suspense",A hooded vigilante is broadcasting murders on a news channel. Will the police catch him alive before he live-casts another death?,India,,,,,1,International,Suspense,,,Movie2016
s4628,Movie,Teraa Surroor,India,2016,13+,"Action, Drama, Romance","Tara Wadia (Farah Karimaee), a singer and girlfriend of a gangster Raghu (Himesh Reshammiya) lives with her mother (Shernaz Patel). She goes to Dublin where she gets detained after being caught with drugs. Tara calls Raghu for help and now Raghu must help her and find Anirudh Brahman, the stranger who met Tara on Facebook and invited her to Ireland.",India,,,,,1,Action,Drama,Romance,,Movie2016
s4630,Movie,Simran,India,2017,13+,"Comedy, Drama","A socially criticized girl who is financially cornered, becomes an outlaw to dodge the situation.",India,,,,,1,Comedy,Drama,,,Movie2017
s4631,Movie,Sarbjit,India,2016,13+,"Drama, International","Biopic of Sarabjit Singh, a farmer residing at Bhikiwind, Punjab, near the Indo-Pak border, crossed the border after having a couple of drinks. However, he was mistaken to be an Indian spy and was sentenced to capital punishment.",India,,,,,1,Drama,International,,,Movie2016
s4634,Movie,Noor,India,2017,13+,"Action, Comedy, Drama",A journalist's life takes a dramatic turn when she comes across an eye-opening investigative news story.,India,,,,,1,Action,Comedy,Drama,,Movie2017
s4637,Movie,Junooniyat,India,2016,ALL,"Drama, International, Romance","Captain Jahan Bakshi rescues a Punjabi girl, Suhani. This starts a friendship that evolves into a passionate love affair.",India,,,,,1,Drama,International,Romance,,Movie2016
